Barclays Multi-Asset Cau Inc R Acc GBP,GB00B6WYG696
Barclays Multi-Asset Cau Inc R Dis GBP,GB00B3TJ5697
Barclays Multi-Asset Defensive R Acc GBP,GB00BD93Z160
Barclays Multi-Asset Defensive R Inc GBP,GB00BD93Z053
Barclays Multi-Asset Growth R Acc GBP,GB00BD940032
Barclays Sterling Bond R Acc GBP,GB00B72Y6K08
Barclays Sterling Bond R Dis GBP,GB00B4NG6L54
Barclays Sterling Corporate Bd R Acc GBP,GB00B4TJCV01
Barclays Sterling Corporate Bd R Dis GBP,GB00B6SPRV88
Barclays UK Alpha S2 R Acc GBP,GB00B3PLKF36
Barclays UK Alpha S2 R Dis GBP,GB00B4NJ9Z91
Barclays UK Alpha R Acc GBP,GB00B6TRT400
Barclays UK Alpha R Dis GBP,GB00B51BVV49
Barclays UK Core R Acc GBP,GB00B6RXX826
Barclays UK Core R Dis GBP,GB00B6VZ4693
Barclays UK Equity Income S2 R Acc GBP,GB00B6VB3719
Barclays UK Equity Income S2 R Dis GBP,GB00B4RNTN57
Barclays UK Equity Income R Acc GBP,GB00B44VWM29
Barclays UK Equity Income R Dis GBP,GB00B3YM4B14
Barclays UK Lower Cap R Acc GBP,GB00B6QSZX77
Barclays UK Lower Cap R Dis GBP,GB00B6ZSXK16
Barclays UK Opportunities R Acc GBP,GB00B52G0229
Barclays UK Opportunities R Dis GBP,GB00B4M0HV55
Barclays Wealth Global Mkts 1 R Acc GBP,GB00B55LZH47
Barclays Wealth Global Mkts 1 R Dis GBP,GB00B5346P09
Barclays Wealth Global Mkts 2 R Acc GBP,GB00B510V991
Barclays Wealth Global Mkts 2 R Dis GBP,GB00B51RWR53
Barclays Wealth Global Mkts 3 R Acc GBP,GB00B4Z0MR31
Barclays Wealth Global Mkts 3 R Dis GBP,GB00B5676788
Barclays Wealth Global Mkts 4 R Acc GBP,GB00B4ZFH287
Barclays Wealth Global Mkts 5 R Acc GBP,GB00B4YPY060
